chain_id,dp,mass,fraction_m1,fraction_m2,sequence
988,195,23090.67699999996,0.4512820512820513,0.5487179487179488,121122121212212121221212112221121212212212121122211211212112122121211112122221212211221211222121212121212121122112222112121122222121222222122121211122212211122122122212221212211121121212121212122
989,181,21320.656999999967,0.47513812154696133,0.5248618784530387,1221222212122121121212111221211121212122221211221221212122111221222111212121221212211212121221221212112121222111211122211221112122212212211211212221122221211221212212112111112221122
990,83,9814.211000000001,0.4578313253012048,0.5421686746987951,21221121222211221211211212121212212211212122212122122121222121211122112112211222121
991,19,2186.8160000000003,0.5789473684210527,0.42105263157894735,1212121212222111111
992,54,6351.956000000001,0.48148148148148145,0.5185185185185185,212222122121221121212112122121221211111212212121212121
993,99,11766.544000000002,0.43434343434343436,0.5656565656565656,122121221212221211212121212221212112122222121122212112112121221212112222212221221221212112121212121
994,31,3618.5770000000007,0.5161290322580645,0.4838709677419355,2222122121211112121211212212111
995,260,30614.295999999908,0.47692307692307695,0.5230769230769231,12122212212112121121221211211212122212121212121212121122122112121211122111211212121221112122212112121212121212111221221112121211222212222121212121211212211212121212122212111212212112122121222212122121212112122221212112122121221212212221211221212211212212212211
996,48,5623.080000000001,0.5,0.5,121122211222111221221212112221121211212122112121
997,170,19915.07499999997,0.5,0.5,12121212222122121111221211212121122221112121121222121212112122112112212222121211112121211212112221211122222121212212112112122121212121222122121221112121221211211211111221
998,109,12860.046000000002,0.46788990825688076,0.5321100917431193,1212112112112212221211212121212111211211212122212121122212221122212221212121121222112212121122221212122112212
999,178,20956.218999999975,0.47752808988764045,0.5224719101123596,1221221222121121211212121211122121212222121212121121222221121211111211211212121211122122221222121112111212111121222122121211212121212212221211212221212211212212112222122122211122
1000,107,12599.760000000002,0.4766355140186916,0.5233644859813084,11212121222112212221212122112221212112112122222121222212112211221222112111112222121221122111121211211211212
