chain_id,dp,mass,fraction_m1,fraction_m2,sequence
439,63,8602.416000000005,0.5238095238095238,0.47619047619047616,121212111221212111211212122212121221122212121212112121122121211
440,207,29246.627999999957,0.45410628019323673,0.5458937198067633,212221212211212112212221122112122221121111122121121221212121212121212121212121221122112121122122211212212122121222212112122212211112111211222222212211211212221121222211211222112122221212211221112121221222122
441,27,3696.4680000000003,0.5185185185185185,0.48148148148148145,122112212212221211112121121
442,45,6387.540000000003,0.4444444444444444,0.5555555555555556,121212122122211212121122122121122222211111222
443,393,54809.4480000001,0.48091603053435117,0.5190839694656488,121221212221112212122112112212122212121211211212121122121212122122111211121121212122111212111122221211211121211212121112112121212212112121112121221212121222112121222121212212212211221211212222212221222122121211212112221112111222121121222111122212121222221211221221212121212121212212211122122211212212122112112212212211212211212222121221212122112211221212112211211212112121121212121222112221212
444,83,11093.624000000007,0.5662650602409639,0.43373493975903615,21221111211212211112122212112111121211212112121212211212212121211112212121221121112
445,401,56595.05600000011,0.456359102244389,0.543640897755611,12212211221121112122121121222221221212112122221221222121222212122212212122212212212211221221122211221212112122212111221122222121212211212222112121211211212221222221221111122211221212212212111121212122221212112112121221121212121212212212111211222211122212121112121222121121212112121211222221211211212212211222122212121211212212212212212121121212212212111121222121212212121212121122121121212111121112122
446,54,7324.908000000003,0.5370370370370371,0.46296296296296297,212121212212112211112212211211212111122212121212121211
447,3,380.48400000000004,0.6666666666666666,0.3333333333333333,112
448,170,23624.27599999998,0.48823529411764705,0.5117647058823529,21121212111221212112121212121221221221112221121211212122112112121222112221212121211212112212122112121211222122121122121212121122211211212222112212112211212121122112211222
449,22,3175.708,0.4090909090909091,0.5909090909090909,1212212212221121221122
450,361,49911.94000000006,0.4986149584487535,0.5013850415512465,2121121221212122121221221111121121112212121221222121221222222121121222221212212212112121221111212121222121122121122121211212121121211121112212112121221211221212222112212111112211212212112212212211121221212121122121212112111212221121221211212221121211121211212122112122112121122121122212211212112121112121212121112212122221211111121221211212212221221211221221121
451,148,20380.539999999994,0.5067567567567568,0.49324324324324326,1221211222122221212122112121221222112121112121212121221212211211121112122112211212111121121221212121221122212111122121121121221112122212122111122122
452,77,10808.852000000008,0.4675324675324675,0.5324675324675324,21122211121221121212122121222212121212122112111221222121221112121212121122221
453,61,8462.140000000005,0.4918032786885246,0.5081967213114754,1211122121212212121212212122122112121121112222122212121211121
454,25,3284.08,0.6,0.4,2121111221211111222112211
455,75,10056.324000000006,0.56,0.44,212111222111211212112212121212221121121212121212112211111121121212121212112
456,110,14858.120000000012,0.5454545454545454,0.45454545454545453,21212121211112121212121211121212112121122121212112112222212222211121112121221212121212211212211111122112112111
457,302,41454.019999999975,0.5132450331125827,0.4867549668874172,21122121212121212112221212121212112122111121221211211212121112121221212121212122111212111212112212121221121122111121212212121211212112112211212111222211121212121111221111212122121212212122122121212112122122121212121212211221212122111122111122121221212222211211212121212121221122112221212121212122112212
458,210,29082.887999999944,0.49523809523809526,0.5047619047619047,211212122111211212121221222121211212221211121212122121211212212121122122121121212221212121211221212122121211112212121222121121211211222121121222111211222211221212212122222121211212121112121122121112112211221121
459,92,13255.49600000001,0.41304347826086957,0.5869565217391305,11221121221222212122212212221111222222212212121212222211221212211122122212121121212212112112
460,47,6595.844000000003,0.46808510638297873,0.5319148936170213,22221122121121112122211212121212112122112121222
461,10,1313.6320000000003,0.6,0.4,1112121122
462,148,20448.56799999999,0.5,0.5,1211211211212212121222111112121221121212121222212121221212212122122121212121121121121212221211121222212221212122121211122112121212121212112121121112
463,119,16747.880000000012,0.46218487394957986,0.5378151260504201,21212212211221212212212121222112212212112111121211111112112122211221212222212211212221212112121221221211222122211212122
464,180,25550.15999999997,0.4444444444444444,0.5555555555555556,121212112211221222211122121212212221212212221211212121212222212112212122122221121211211221222211212121221122121212221212122112121212112112122111121212212222212112121222121122212121
465,13,1966.2280000000005,0.3076923076923077,0.6923076923076923,2212212122221
466,48,7108.164000000003,0.3541666666666667,0.6458333333333334,212111222212212221221212122221212122212121222212
467,411,57228.408000000134,0.48418491484184917,0.5158150851581509,121212121122112112122121122122221112211212122121211211212122212121211221112211121222112221121212122122112212122221221121211212121121222212122221212222112221211212211212221221211122122112211122212122121121212122112121212212122111212122122212111121212212112211211212121211112212121122221212122122122221212121212212122121212121111211221111211121222211121212112111121212122221122122212111212122121221212121212112121
468,108,15194.040000000014,0.46296296296296297,0.5370370370370371,121212112221122122221221112121212211121122221112221221112212121212221221211211212121121122112212222112221212
469,47,6799.9280000000035,0.40425531914893614,0.5957446808510638,22222111212121212212121212121222222121211212122
470,15,2174.5320000000006,0.4,0.6,212112212221212
471,235,32162.883999999918,0.5191489361702127,0.4808510638297872,1222121212112122212212211211121222112112122121212122112111122212122111122211121212122122121121211221221212111212112221121211212211212111112222212122121212111211121212112211122121121121212121121221112111122211211121121121222222122212121
472,28,4072.7319999999995,0.39285714285714285,0.6071428571428571,1212122121212221212212222121
473,116,16435.424000000014,0.4482758620689655,0.5517241379310345,22112112112121212122212121211212221212121221222212222121212221112211221121221112122222111212212112121212212122212121
474,96,13604.07600000001,0.4479166666666667,0.5520833333333334,222212212212212121122212221221112122221211111221212212112122121222212112212121212111211212121212
475,34,4765.672,0.47058823529411764,0.5294117647058824,2112212221111211222221212212112121
476,78,11117.088000000009,0.4358974358974359,0.5641025641025641,112121222212111212121221221212211221222122121112212122111221122122122122122212
477,8,1105.3280000000002,0.5,0.5,12212121
